Is Duplicate Row?-2,State Full Name,Is Duplicate Row?,VIN (1-10),County,City,Postal Code,Model Year,Vehicle Age,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Longitude,Latitude,Electric Utility,2020 Census Tract
Unique,Washington,Unique,5YJSA1S15E,King,Kirkland,98034,2014,12,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,1,180455348,-122.22901,47.72201,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
Unique,Washington,Unique,5YJSA1DN2D,King,Bellevue,98008,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,48,141552869,-122.11867,47.63131,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
Unique,Washington,Unique,WBAJB1C58K,King,Bellevue,98006,2019,7,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,55700,41,175328387,-122.12096,47.55584,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007
Unique,Washington,Unique,LYVBR0DL0K,King,Seattle,98116,2019,7,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,34,183515069,-122.41067,47.57894,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702
Unique,Washington,Unique,LREKK5RX7J,Whatcom,Lynden,98264,2018,8,Cadillac,CT6,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,75095,42,476538870,-122.45079,48.9429,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010303
Unique,Washington,Unique,WP0AH2A77J,Thurston,Lacey,98516,2018,8,Porsche,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,22,275095369,-122.75379,47.06316,PUGET SOUND ENERGY INC,53067012221
Unique,Washington,Unique,5YJSA1DG6D,King,Seattle,98112,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,43,225066159,-122.30716,47.62687,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
Unique,Washington,Unique,LYVBR0DL4K,King,Medina,98039,2019,7,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,48,311505449,-122.23892,47.61613,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200
Unique,Washington,Unique,LYVBR0DLXK,King,Kirkland,98034,2019,7,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,1,203022592,-122.22901,47.72201,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022205
Unique,Washington,Unique,5YJSA1CN9D,King,Seattle,98105,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46,231596550,-122.31307,47.66127,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033004102
Unique,Washington,Unique,WMZYU7C53K,King,Seattle,98119,2019,7,Mini,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36900,36,204632221,-122.3684,47.64586,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
Unique,Washington,Unique,5YJRE11B08,King,Seattle,98103,2008,18,Tesla,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,43,105108503,-122.35436,47.67596,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004901
Unique,Washington,Unique,5YJSA1AG1D,King,Woodinville,98072,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,7917311,-122.15545,47.75448,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032326
Unique,Washington,Unique,KNDJP3AE8G,King,Seattle,98144,2016,10,Kia,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,37,8641244,-122.30866,47.57874,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400
Unique,Washington,Unique,WP1AE2AY0L,King,Carnation,98014,2020,6,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,81100,5,126083002,-121.91353,47.64901,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032500
Unique,Washington,Unique,5YJSA1DG0D,King,Seattle,98199,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,36,223375876,-122.40092,47.65908,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
Unique,Washington,Unique,YV4BR0DM0J,Pierce,University Place,98467,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,28,237668490,-122.53691,47.20606,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072315
Unique,Washington,Unique,5YJSA1DN1D,Skagit,Mount Vernon,98274,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,10,314279514,-122.32267,48.41626,PUGET SOUND ENERGY INC,53057952403
Unique,Washington,Unique,KNDJP3AE8H,King,Sammamish,98075,2017,9,Kia,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,41,348303770,-122.03539,47.61344,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213
Unique,Washington,Unique,KNDJX3AE7G,Pierce,Lakewood,98498,2016,10,Kia,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,28,349757229,-122.54795,47.17997,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072107
Unique,Washington,Unique,LYVBR0DL8K,Snohomish,Marysville,98270,2019,7,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,39,194079945,-122.1769,48.06114,PUGET SOUND ENERGY INC,53061052708
Unique,Washington,Unique,WP1AE2AY4L,King,Kirkland,98033,2020,6,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,81100,48,107625563,-122.2066,47.67887,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702
Unique,Washington,Unique,YV4BR0PL7J,King,Mercer Island,98040,2018,8,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,41,310359556,-122.21238,47.57816,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024301
Unique,Washington,Unique,YV4BR0DK8J,Pierce,Gig Harbor,98335,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,26,192783839,-122.58009,47.328,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072405
Unique,Washington,Unique,WBA8E1C51J,Pierce,Fife,98424,2018,8,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,25,203158854,-122.35686,47.23679,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940002
Unique,Washington,Unique,YV4BR0DM3J,King,Seattle,98112,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,43,131251179,-122.30716,47.62687,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
Unique,Washington,Unique,YV4BR0DM6J,King,Fall City,98024,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,5,140707584,-121.89086,47.56812,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032605
Unique,Washington,Unique,WP1AE2AYXL,King,Seattle,98122,2020,6,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,81100,37,152059596,-122.31009,47.60803,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
Unique,Washington,Unique,WBA8E1C5XJ,King,Redmond,98052,2018,8,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,45,305796613,-122.13158,47.67858,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
Unique,Washington,Unique,YV4BR0PL5J,Pierce,Auburn,98092,2018,8,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,31,172530641,-122.17663,47.32326,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070316
Unique,Washington,Unique,LYVBR0DL2J,King,Seattle,98115,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,46,105027730,-122.31765,47.70013,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700
Unique,Washington,Unique,2C4RC1L76K,Spokane,Spokane,99224,2019,7,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,6,475722012,-117.46996,47.59431,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013503
Unique,Washington,Unique,WP1AE2AY5L,Kitsap,Bainbridge Island,98110,2020,6,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,81100,23,179684053,-122.521,47.62728,PUGET SOUND ENERGY INC,53035091002
Unique,Washington,Unique,5YJSA1DP9D,Clark,Battle Ground,98604,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,18,207796942,-122.5331,45.78092,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505
Unique,Washington,Unique,WBA7J2C34H,King,Seattle,98101,2017,9,Bmw,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,89100,43,226103930,-122.34223,47.61085,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102
Unique,Washington,Unique,5YJSA1S14E,Pierce,Graham,98338,2014,12,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,2,140929855,-122.29477,47.05703,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073124
Unique,Washington,Unique,5YJSA1H22E,Clark,Brush Prairie,98606,2014,12,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,17,106128977,-122.54578,45.73473,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040715
Unique,Washington,Unique,WP1AE2AY6L,King,Mercer Island,98040,2020,6,Porsche,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,81100,41,131615053,-122.21238,47.57816,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024400
Unique,Washington,Unique,WBAJB1C57K,King,Seattle,98118,2019,7,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,55700,37,478381291,-122.2668,47.55115,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010200
Unique,Washington,Unique,5YJSA1CP3C,King,Federal Way,98023,2012,14,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,30,113322436,-122.35206,47.30297,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030201
Unique,Washington,Unique,WBA8E1C52J,King,Auburn,98092,2018,8,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,31,247393870,-122.17663,47.32326,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031204
Unique,Washington,Unique,YV4BR0DLXJ,Spokane,Spokane,99201,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,3,475966298,-117.41162,47.65726,MODERN ELECTRIC WATER COMPANY,53063002300
Unique,Washington,Unique,WBA7J2C37H,Chelan,Wenatchee,98801,2017,9,Bmw,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,89100,12,144681414,-120.30522,47.41494,PUD NO 1 OF CHELAN COUNTY,53007961304
Unique,Washington,Unique,5YJSA1DP8C,Island,Clinton,98236,2012,14,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,10,156500732,-122.35803,47.9796,PUGET SOUND ENERGY INC,53029972100
Unique,Washington,Unique,2C4RC1H76K,Pierce,Lakewood,98499,2019,7,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,29,180792545,-122.51495,47.16195,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,53053071807
Unique,Washington,Unique,5YJSA1CP7D,King,Kirkland,98034,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,1,114333663,-122.22901,47.72201,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
Unique,Washington,Unique,KNDJP3AE5J,King,Seattle,98115,2018,8,Kia,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,46,290471478,-122.31765,47.70013,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000
Unique,Washington,Unique,5YJSA1DN4C,Pierce,South Hill,98374,2012,14,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,25,282298628,-122.28449,47.146,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053071210
Unique,Washington,Unique,YH4K16AA1C,King,Seattle,98136,2012,14,Fisker,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,34,191261577,-122.38415,47.53755,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011601
Unique,Washington,Unique,5YJSA1AC8D,King,Seattle,98112,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,43,251665550,-122.30716,47.62687,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006200
Unique,Washington,Unique,LYVBR0DK5K,Spokane,Spokane Valley,99016,2019,7,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,4,198897912,-117.1748,47.65699,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013102
Unique,Washington,Unique,2C4RC1N70K,King,Carnation,98014,2019,7,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,5,477849837,-121.91353,47.64901,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402
Unique,Washington,Unique,5YJSA1H17E,Kitsap,Bainbridge Island,98110,2014,12,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,23,251830526,-122.521,47.62728,PUGET SOUND ENERGY INC,53035090800
Unique,Washington,Unique,5YJSA1CN5C,King,Federal Way,98023,2012,14,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,30,170602155,-122.35206,47.30297,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53033030306
Unique,Washington,Unique,5YJSA1DN3C,King,Seattle,98177,2012,14,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,32,104971016,-122.36498,47.72238,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
Unique,Washington,Unique,YV4BR0DL4J,King,Bellevue,98006,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,41,124761836,-122.12096,47.55584,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800
Unique,Washington,Unique,WBAJA9C54K,King,Redmond,98052,2019,7,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,48,131438863,-122.13158,47.67858,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330
Unique,Washington,Unique,5YJSA1CG5D,Snohomish,Edmonds,98020,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,21,110569413,-122.37689,47.81116,PUGET SOUND ENERGY INC,53061050501
Unique,Washington,Unique,YV4BR0DK2J,King,Seattle,98115,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,46,150273595,-122.31765,47.70013,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200
Unique,Washington,Unique,KNDJX3AE8G,King,Bellevue,98008,2016,10,Kia,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,48,192798875,-122.11867,47.63131,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022901
Unique,Washington,Unique,KNDJX3AE6H,Spokane,Spokane,99208,2017,9,Kia,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,7,203046798,-117.45005,47.7333,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010508
Unique,Washington,Unique,WBA7J2C50J,Mason,Union,98592,2018,8,Bmw,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,35,172928913,-123.09944,47.35689,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF MASON COUNTY,53045960500
Unique,Washington,Unique,WBA8E1C3XH,King,Kent,98030,2017,9,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,47,110089024,-122.19564,47.37271,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029604
Unique,Washington,Unique,5YJSA1CN7C,King,Bellevue,98007,2012,14,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,48,212602568,-122.12053,47.61334,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603
Unique,Washington,Unique,KNDJX3AE1H,Kitsap,Bremerton,98311,2017,9,Kia,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,23,243930109,-122.6462,47.63132,PUGET SOUND ENERGY INC,53035091600
Unique,Washington,Unique,5YJSA1DN6D,King,Mercer Island,98040,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,161547242,-122.21238,47.57816,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500
Unique,Washington,Unique,5YJRE1A15A,King,Burien,98146,2010,16,Tesla,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,34,166264850,-122.36178,47.49408,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026802
Unique,Washington,Unique,5YJRE1A14A,King,Seattle,98112,2010,16,Tesla,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,43,108886998,-122.30716,47.62687,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
Unique,Washington,Unique,WBA8E1C52H,King,Seattle,98115,2017,9,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,46,321269182,-122.31765,47.70013,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200
Unique,Washington,Unique,LREKK5RX3J,King,Bellevue,98006,2018,8,Cadillac,CT6,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,75095,41,207104460,-122.12096,47.55584,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902
Unique,Washington,Unique,WBAJA9C56K,Pierce,Tacoma,98422,2019,7,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,27,142757562,-122.41666,47.30682,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940008
Unique,Washington,Unique,YH4K14AA8C,Snohomish,Edmonds,98026,2012,14,Fisker,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,21,216204887,-122.31768,47.87166,PUGET SOUND ENERGY INC,53061050200
Unique,Washington,Unique,KNDJX3AE7H,Kitsap,Port Orchard,98366,2017,9,Kia,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,26,164896959,-122.63847,47.54103,PUGET SOUND ENERGY INC,53035092500
Unique,Washington,Unique,5YJSA1DP1C,Skagit,Sedro-Woolley,98284,2012,14,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,39,116859018,-122.23857,48.50858,PUGET SOUND ENERGY INC,53057951501
Unique,Washington,Unique,WBAJB1C54J,King,Seattle,98107,2018,8,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,36,257276988,-122.38591,47.67597,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004703
Unique,Washington,Unique,WBA8E1C5XH,King,Seattle,98119,2017,9,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,36,245262573,-122.3684,47.64586,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005804
Unique,Washington,Unique,5YJSA1DG2D,King,Seattle,98115,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46,187891497,-122.31765,47.70013,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001900
Unique,Washington,Unique,KNDJX3AE8J,Pierce,Tacoma,98403,2018,8,Kia,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,27,333892933,-122.45691,47.26496,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060600
Unique,Washington,Unique,5YJSA1AG9D,King,Sammamish,98074,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,45,215795177,-122.02054,47.60326,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215
Unique,Washington,Unique,WBA7J2C5XJ,Skagit,Anacortes,98221,2018,8,Bmw,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,40,195488989,-122.61214,48.51748,PUGET SOUND ENERGY INC,53057940301
Unique,Washington,Unique,5YJSA1CG0D,King,Seattle,98115,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46,114150284,-122.31765,47.70013,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201
Unique,Washington,Unique,5YJSA1H11E,Pierce,Gig Harbor,98335,2014,12,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,26,130569463,-122.58009,47.328,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072405
Unique,Washington,Unique,KNDJP3AE5H,Snohomish,Mountlake Terrace,98043,2017,9,Kia,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,1,348998422,-122.31111,47.78803,PUGET SOUND ENERGY INC,53061051100
Unique,Washington,Unique,LYVBR0DL3J,King,Shoreline,98133,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,32,179803039,-122.3503,47.71868,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020700
Unique,Washington,Unique,5YJRE11B68,King,Seattle,98112,2008,18,Tesla,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,37,8256251,-122.30716,47.62687,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
Unique,Washington,Unique,5YJSA1S1XE,King,Bellevue,98005,2014,12,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,41,246922588,-122.1621,47.64441,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500
Unique,Washington,Unique,YV4BR0PK9J,Kitsap,Kingston,98346,2018,8,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,23,238385591,-122.49771,47.79803,PUGET SOUND ENERGY INC,53035090102
Unique,Washington,Unique,WBAJA9C5XJ,King,Seattle,98117,2018,8,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,52650,36,233594504,-122.38418,47.70044,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003302
Unique,Washington,Unique,5YJRE11B88,King,Kirkland,98033,2008,18,Tesla,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,45,146370661,-122.2066,47.67887,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401
Unique,Washington,Unique,WBAJA9C57K,Pierce,Graham,98338,2019,7,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,2,183391113,-122.29477,47.05703,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073132
Unique,Washington,Unique,5YJSA1BG3D,Thurston,Lacey,98503,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,22,157838474,-122.82324,47.04437,PUGET SOUND ENERGY INC,53067011422
Unique,Washington,Unique,WBA8E1C58J,King,Auburn,98092,2018,8,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45600,47,120804638,-122.17663,47.32326,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
Unique,Washington,Unique,WMZYU7C40J,King,Seattle,98118,2018,8,Mini,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36800,37,100942929,-122.2668,47.55115,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010200
Unique,Washington,Unique,5YJSA1AG2D,King,Seattle,98115,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46,103733801,-122.31765,47.70013,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033004000
