Is Duplicate Row?-2,State Full Name,Is Duplicate Row?,VIN (1-10),County,City,Postal Code,Model Year,Vehicle Age,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Longitude,Latitude,Electric Utility,2020 Census Tract
Unique,Washington,Unique,5YJSA1DP7D,Snohomish,Marysville,98270,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,38,137100358,-122.1769,48.06114,PUGET SOUND ENERGY INC,53061052906
Unique,Washington,Unique,5YJSA1DG9D,Skagit,Anacortes,98221,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,40,191971797,-122.61214,48.51748,PUGET SOUND ENERGY INC,53057940700
Unique,Washington,Unique,5YJRE1A34B,King,Mercer Island,98040,2011,15,Tesla,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,109000,41,9547569,-122.21238,47.57816,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
Unique,Washington,Unique,5YJSA1CG8D,Benton,Kennewick,99338,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,16,141110287,-119.3118,46.20664,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010814
Unique,Washington,Unique,YH4K10BA2C,Mason,Belfair,98528,2012,14,Fisker,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,35,275990130,-122.82764,47.45054,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960500
Unique,Washington,Unique,WBAJB1C5XK,San Juan,Shaw Island,98286,2019,7,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,55700,40,239640649,-122.92991,48.58348,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960502
Unique,Washington,Unique,WBAJB1C5XJ,King,Sammamish,98075,2018,8,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,54950,41,197109881,-122.03539,47.61344,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218
Unique,Washington,Unique,LREKK5RX2J,Pierce,Fircrest,98466,2018,8,Cadillac,CT6,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,75095,28,117039205,-122.5338,47.23594,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072305
Unique,Washington,Unique,5YJSA1DPXC,Thurston,Olympia,98502,2012,14,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,22,188634442,-122.92333,47.03779,PUGET SOUND ENERGY INC,53067010600
Unique,Washington,Unique,LYVBR0DL1J,Kitsap,Port Orchard,98367,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,35,168492047,-122.65745,47.4916,PUGET SOUND ENERGY INC,53035092901
Unique,Washington,Unique,5YJSA1DP9C,King,Medina,98039,2012,14,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,48,103464042,-122.23892,47.61613,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200
Unique,Washington,Unique,WBA8E1C36H,Thurston,Olympia,98501,2017,9,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,35,348755004,-122.89166,47.03956,PUGET SOUND ENERGY INC,53067011821
Unique,Washington,Unique,KNDJX3AE1G,Spokane,Edwall,99008,2016,10,Kia,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,6,232782931,-117.95109,47.50524,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063014100
Unique,Washington,Unique,LYVBR0DL1K,King,Seattle,98115,2019,7,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,46,151492911,-122.31765,47.70013,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201
Unique,Washington,Unique,KNDJP3AE4H,King,Kirkland,98033,2017,9,Kia,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,32250,48,260073019,-122.2066,47.67887,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
Unique,Washington,Unique,5YJSA1CP8D,Kitsap,Kingston,98346,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,23,241115927,-122.49771,47.79803,PUGET SOUND ENERGY INC,53035090102
Unique,Washington,Unique,YV4BR0PM1J,Pierce,Buckley,98321,2018,8,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,31,122199815,-122.02523,47.16299,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070205
Unique,Washington,Unique,5YJSA1CNXD,Kittitas,Ronald,98940,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,13,244824982,-121.02627,47.23781,PUGET SOUND ENERGY INC,53037975101
Unique,Washington,Unique,KNDJX3AE0G,Pierce,Anderson Island,98303,2016,10,Kia,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,28,235620556,-122.67876,47.17794,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072603
Unique,Washington,Unique,KNDJX3AEXJ,King,Kenmore,98028,2018,8,Kia,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,46,294597187,-122.24369,47.75892,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101
Unique,Washington,Unique,WMZYU7C52K,Pierce,Lakewood,98499,2019,7,Mini,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36900,28,185172109,-122.51495,47.16195,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071902
Unique,Washington,Unique,YH4K14AA5C,King,Renton,98056,2012,14,Fisker,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,41,778417,-122.18463,47.49929,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704
Unique,Washington,Unique,WMZYU7C43J,King,Kirkland,98033,2018,8,Mini,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36800,45,312970920,-122.2066,47.67887,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401
Unique,Washington,Unique,5YJSA1DPXD,Clark,Vancouver,98661,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,49,114453867,-122.62934,45.63201,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042800
Unique,Washington,Unique,5YJSA1BG5D,King,Shoreline,98155,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,32,194360526,-122.31327,47.75736,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020402
Unique,Washington,Unique,WMZYU7C48J,King,Seattle,98105,2018,8,Mini,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36800,43,347957550,-122.31307,47.66127,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005201
Unique,Washington,Unique,YV4BR0DM4J,King,Kirkland,98033,2018,8,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,45,289844621,-122.2066,47.67887,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006
Unique,Washington,Unique,WBA8E1C34H,King,Seattle,98103,2017,9,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,46,348418164,-122.35436,47.67596,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800
Unique,Washington,Unique,WBAJA9C52K,King,Sammamish,98074,2019,7,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,45,172230236,-122.02054,47.60326,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
Unique,Washington,Unique,5YJSA1DN6C,King,Woodinville,98072,2012,14,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,45,129195699,-122.15545,47.75448,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032307
Unique,Washington,Unique,2C4RC1H75K,Pierce,Lakewood,98499,2019,7,Chrysler,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,29,101109921,-122.51495,47.16195,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,53053071807
Unique,Washington,Unique,WBA8E1C58H,King,Issaquah,98027,2017,9,Bmw,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,5,349721998,-122.03439,47.5301,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032102
Unique,Washington,Unique,WMZYU7C4XJ,Whatcom,Bellingham,98229,2018,8,Mini,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36800,40,191471899,-122.45516,48.74487,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000808
Unique,Washington,Unique,YV4BR0PL4J,Kitsap,Bainbridge Island,98110,2018,8,Volvo,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,64950,23,125738168,-122.521,47.62728,PUGET SOUND ENERGY INC,53035090902
Unique,Washington,Unique,WMZYU7C42J,Snohomish,Edmonds,98026,2018,8,Mini,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,36800,21,156481958,-122.31768,47.87166,PUGET SOUND ENERGY INC,53061050404
Unique,Washington,Unique,5YJSA1CN3D,Snohomish,Mukilteo,98275,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,21,152801827,-122.29196,47.89908,PUGET SOUND ENERGY INC,53061042001
Unique,Washington,Unique,LYVBR0DL2K,Snohomish,Edmonds,98020,2019,7,Volvo,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,52900,21,268826974,-122.37689,47.81116,PUGET SOUND ENERGY INC,53061050300
Unique,Washington,Unique,5YJSA1CN1D,Whatcom,Bellingham,98225,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,40,474318295,-122.47122,48.75235,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001000
Unique,Washington,Unique,LREKK5RX5J,Snohomish,Everett,98201,2018,8,Cadillac,CT6,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,31,75095,38,475617803,-122.20596,47.97659,PUGET SOUND ENERGY INC,53061040400
Unique,Washington,Unique,5YJSA1CN4D,Snohomish,Edmonds,98020,2013,13,Tesla,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,21,211219928,-122.37689,47.81116,PUGET SOUND ENERGY INC,53061050403
Unique,Washington,Unique,WBAJA9C51K,Kitsap,Bainbridge Island,98110,2019,7,Bmw,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,53400,23,166500421,-122.521,47.62728,PUGET SOUND ENERGY INC,53035090800
